Month,product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Store_type,Reviews,Income,city,Gender,Marital_status,Education_Level,Profession_Type,Return
April,Clothing,Mens,3,1191,3573,375.165,Credit Card,TeleShop,4.0,117926.0,Hyderabad,M,0,Master,Self Employed,0
April,Bags,Women,4,481,1924,202.02,Mobile Payments,e-Shop,5.0,66864.0,Hyderabad,M,1,Master,Salaried,0
April,Footwear,Kids,3,500,1500,157.5,Mobile Payments,TeleShop,5.0,20548.0,Vishakhapatnam,F,1,Basic,Self Employed,0
April,Home and kitchen,Bath,2,435,870,91.35,Cash,Flagship store,5.0,21100.0,Hyderabad,F,0,Basic,Self Employed,0
April,Bags,Mens,1,1288,1288,135.24,Mobile Payments,Flagship store,4.0,22597.0,Vishakhapatnam,M,1,Basic,Self Employed,0
April,Home and kitchen,Tools,1,465,465,48.825,Mobile Payments,TeleShop,4.0,40113.0,Vishakhapatnam,M,0,Others,Others,0
April,Home and kitchen,Furnishing,2,402,804,84.42,Mobile Payments,MBR,4.0,18845.0,Bangalore,M,1,Basic,Others,0
April,Books,DIY,2,779,1558,163.59,Mobile Payments,TeleShop,4.0,40550.0,Gurgaon,M,1,Master,Salaried,0
April,Bags,Mens,5,256,1280,134.4,Mobile Payments,Flagship store,5.0,21864.0,Pune,F,1,Master,Others,0
April,Electronics,Cameras,3,652,1956,205.38,Debit Card,MBR,4.0,94770.0,Bangalore,F,1,PhD,Salaried,0
April,Footwear,Mens,1,1275,1275,133.875,Mobile Payments,Flagship store,5.0,145205.0,New Delhi,M,1,Graduation,Others,0
April,Home and kitchen,Furnishing,1,635,635,66.675,Mobile Payments,e-Shop,4.0,23886.0,Bangalore,M,0,PhD,Salaried,0
April,Clothing,Mens,2,1495,2990,313.95,Debit Card,MBR,3.0,75270.0,Vishakhapatnam,F,1,PhD,Salaried,0
April,Clothing,Mens,2,281,562,59.01,Mobile Payments,e-Shop,5.0,42971.0,Hyderabad,F,0,PhD,Self Employed,0
April,Footwear,Women,3,423,1269,133.245,Mobile Payments,TeleShop,5.0,82612.0,Pune,F,1,Master,Others,0
April,Bags,Mens,4,317,1268,133.14,Mobile Payments,TeleShop,3.0,124187.0,Bangalore,M,1,PhD,Self Employed,0
April,Books,DIY,1,1268,1268,133.14,Mobile Payments,Flagship store,4.0,79908.0,New Delhi,F,1,Basic,Self Employed,0
April,Bags,Mens,1,1267,1267,133.035,Mobile Payments,MBR,2.0,110086.0,Chennai,M,0,PhD,Others,0
April,Clothing,Mens,1,1266,1266,132.93,Cash,MBR,4.0,81422.0,Gurgaon,F,1,Master,Salaried,0
April,Clothing,Mens,4,803,3212,337.26,Credit Card,e-Shop,5.0,83015.0,Bangalore,F,1,PhD,Others,0
April,Bags,Women,5,1427,7135,749.175,Credit Card,MBR,1.0,64708.0,Chennai,F,1,PhD,Self Employed,0
April,Clothing,Mens,3,421,1263,132.615,Mobile Payments,e-Shop,4.0,135900.0,Pune,F,0,Master,Others,0
April,Footwear,Kids,5,642,3210,337.05,Debit Card,MBR,5.0,35863.0,Bangalore,M,1,PhD,Others,0
April,Clothing,Mens,5,1261,6305,132.405,Mobile Payments,Flagship store,1.0,25054.0,Bangalore,F,0,PhD,Salaried,1
April,Clothing,Mens,4,179,716,75.18,Mobile Payments,e-Shop,5.0,75585.0,Hyderabad,M,1,Basic,Self Employed,0
April,Bags,Women,2,785,1570,164.85,Cash,Flagship store,5.0,18418.0,Gurgaon,F,1,Basic,Salaried,0
April,Footwear,Women,4,372,1488,156.24,Mobile Payments,MBR,4.0,63383.0,Vishakhapatnam,M,0,Basic,Others,0
April,Electronics,Audio and video,1,1255,1255,131.775,Mobile Payments,TeleShop,4.0,20077.0,Bangalore,F,0,Basic,Salaried,0
April,Footwear,Mens,3,687,2061,216.405,Credit Card,Flagship store,3.0,75211.0,Vishakhapatnam,M,1,Graduation,Others,0
April,Electronics,Personal Appliances,2,1431,2862,300.51,Credit Card,TeleShop,5.0,70632.0,Chennai,M,0,Others,Self Employed,0
April,Bags,Women,1,1253,1253,131.565,Mobile Payments,e-Shop,5.0,18881.0,Pune,M,1,Others,Salaried,0
April,Home and kitchen,Kitchen,3,417,1251,131.355,Mobile Payments,e-Shop,4.0,81241.0,Hyderabad,M,1,Basic,Salaried,0
April,Books,Non-Fiction,3,1245,3735,392.175,Credit Card,Flagship store,5.0,35587.0,Hyderabad,M,0,PhD,Salaried,0
April,Home and kitchen,Tools,3,502,1506,158.13,Mobile Payments,Flagship store,2.0,23221.0,Gurgaon,M,1,Graduation,Others,0
April,Clothing,Women,1,572,572,60.06,Mobile Payments,e-Shop,4.0,18896.0,Chennai,M,0,PhD,Self Employed,0
April,Footwear,Women,4,1208,4832,507.36,Credit Card,e-Shop,5.0,88627.0,Mumbai,M,1,Others,Salaried,0
April,Home and kitchen,Bath,5,1221,6105,641.025,Debit Card,Flagship store,4.0,49003.0,Chennai,F,1,Graduation,Salaried,0
April,Electronics,Mobiles,5,567,2835,297.675,Debit Card,e-Shop,5.0,21710.0,Vishakhapatnam,M,0,PhD,Salaried,0
April,Clothing,Women,5,1087,5435,570.675,Debit Card,MBR,4.0,93335.0,Gurgaon,F,1,Basic,Self Employed,0
April,Footwear,Women,4,805,3220,338.1,Credit Card,e-Shop,1.0,107086.0,Mumbai,M,1,Basic,Salaried,0
April,Footwear,Kids,2,1327,2654,278.67,Credit Card,TeleShop,5.0,52225.0,Kolkata,F,0,Basic,Others,0
April,Clothing,Women,5,1160,5800,609.0,Credit Card,e-Shop,5.0,34182.0,New Delhi,M,1,Basic,Self Employed,0
April,Clothing,Women,1,336,336,35.28,Mobile Payments,e-Shop,5.0,79970.0,Chennai,M,1,PhD,Self Employed,0
April,Electronics,Cameras,5,1396,6980,732.9,Debit Card,TeleShop,4.0,27147.0,New Delhi,F,1,PhD,Salaried,0
April,Home and kitchen,Kitchen,3,229,687,72.135,Mobile Payments,e-Shop,5.0,98955.0,Gurgaon,M,0,Graduation,Salaried,0
April,Footwear,Mens,3,413,1239,130.095,Mobile Payments,Flagship store,5.0,10963.0,Kolkata,F,1,Graduation,Self Employed,0
April,Books,Non-Fiction,5,928,4640,487.2,Credit Card,e-Shop,5.0,15847.0,Mumbai,M,1,PhD,Self Employed,0
April,Footwear,Kids,2,619,1238,129.99,Mobile Payments,e-Shop,5.0,31726.0,Gurgaon,M,1,PhD,Others,0
April,Footwear,Mens,3,527,1581,166.005,Mobile Payments,TeleShop,5.0,23579.0,Kolkata,M,1,PhD,Self Employed,0
April,Home and kitchen,Kitchen,5,208,1040,109.2,Mobile Payments,e-Shop,1.0,49658.0,Kolkata,M,1,PhD,Self Employed,1
April,Clothing,Mens,1,1236,1236,129.78,Cash,MBR,3.0,72306.0,Pune,F,1,Others,Self Employed,0
April,Bags,Mens,3,411,1233,129.465,Cash,MBR,5.0,25814.0,Mumbai,M,0,Others,Others,0
April,Footwear,Mens,5,1386,6930,727.65,Credit Card,Flagship store,5.0,21850.0,Mumbai,M,1,Basic,Salaried,0
April,Footwear,Kids,1,1232,1232,129.36,Mobile Payments,MBR,4.0,57254.0,Ahmedabad,M,1,Basic,Others,0
April,Clothing,Women,2,616,1232,129.36,Mobile Payments,e-Shop,5.0,71786.0,Chennai,M,1,PhD,Self Employed,0
April,Clothing,Women,2,615,1230,129.15,Mobile Payments,MBR,5.0,110435.0,Vishakhapatnam,M,1,PhD,Others,0
April,Footwear,Mens,5,720,3600,378.0,Credit Card,Flagship store,5.0,12254.0,Bangalore,M,0,Others,Self Employed,0
April,Books,Academic,2,86,172,18.06,Mobile Payments,e-Shop,4.0,54566.0,Vishakhapatnam,M,1,PhD,Self Employed,0
April,Bags,Mens,2,384,768,80.64,Cash,Flagship store,5.0,98955.0,Gurgaon,M,0,PhD,Self Employed,0
April,Footwear,Mens,1,1230,1230,129.15,Cash,Flagship store,5.0,139093.0,New Delhi,F,1,Others,Others,0
April,Footwear,Mens,5,1364,6820,716.1,Credit Card,e-Shop,5.0,62565.0,Vishakhapatnam,M,0,Others,Salaried,0
April,Home and kitchen,Bath,2,451,902,94.71,Mobile Payments,e-Shop,4.0,50151.0,Ahmedabad,M,1,Others,Others,0
April,Footwear,Kids,5,958,4790,502.95,Credit Card,Flagship store,5.0,17429.0,Kolkata,M,1,Graduation,Self Employed,0
April,Clothing,Women,1,1221,1221,128.205,Cash,Flagship store,1.0,17884.0,Vishakhapatnam,M,0,Others,Self Employed,0
April,Electronics,Cameras,4,1410,5640,592.2,Credit Card,Flagship store,5.0,140289.0,Gurgaon,M,0,Basic,Self Employed,0
April,Home and kitchen,Furnishing,3,1184,3552,372.96,Credit Card,Flagship store,3.0,53583.0,Mumbai,M,0,Master,Salaried,0
April,Footwear,Mens,1,1216,1216,127.68,Cash,MBR,3.0,128637.0,Vishakhapatnam,M,1,Others,Others,0
April,Footwear,Women,4,469,1876,196.98,Mobile Payments,e-Shop,4.0,61770.0,Chennai,M,1,Others,Salaried,0
April,Clothing,Mens,1,894,894,93.87,Mobile Payments,e-Shop,5.0,59491.0,New Delhi,M,1,Basic,Self Employed,0
April,Clothing,Mens,1,800,800,84.0,Mobile Payments,e-Shop,5.0,123349.0,New Delhi,F,1,Basic,Salaried,0
April,Electronics,Mobiles,2,606,1212,127.26,Mobile Payments,e-Shop,5.0,137156.0,Mumbai,M,1,Basic,Self Employed,0
April,Footwear,Women,4,1094,4376,459.48,Credit Card,TeleShop,5.0,33921.0,Mumbai,M,1,Master,Others,0
April,Bags,Mens,2,180,360,37.8,Mobile Payments,TeleShop,4.0,115527.0,New Delhi,F,1,Master,Self Employed,0
April,Clothing,Mens,5,1043,5215,547.575,Debit Card,TeleShop,4.0,60296.0,Vishakhapatnam,F,0,Master,Self Employed,0
April,Home and kitchen,Tools,2,1226,2452,257.46,Debit Card,MBR,5.0,21139.0,Bangalore,M,0,Basic,Others,0
April,Footwear,Mens,1,1086,1086,114.03,Cash,Flagship store,5.0,40557.0,Pune,F,0,Master,Others,0
April,Clothing,Mens,4,208,832,87.36,Mobile Payments,TeleShop,4.0,25813.0,Mumbai,F,1,Others,Self Employed,0
April,Footwear,Kids,1,1202,1202,126.21,Mobile Payments,e-Shop,5.0,92795.0,Mumbai,M,1,Master,Salaried,0
April,Home and kitchen,Kitchen,3,324,972,102.06,Mobile Payments,MBR,5.0,139796.0,Hyderabad,F,0,Basic,Salaried,0
April,Clothing,Mens,1,117,117,12.285,Cash,MBR,4.0,14819.0,Gurgaon,M,1,Master,Others,0
April,Home and kitchen,Kitchen,2,941,1882,197.61,Cash,Flagship store,5.0,12517.0,Vishakhapatnam,F,1,Others,Others,0
April,Books,DIY,4,300,1200,126.0,Mobile Payments,TeleShop,5.0,75491.0,Kolkata,M,0,Basic,Salaried,0
April,Home and kitchen,Tools,4,1439,5756,604.38,Credit Card,Flagship store,5.0,29814.0,Bangalore,F,1,Master,Self Employed,0
April,Footwear,Kids,1,1200,1200,126.0,Mobile Payments,e-Shop,1.0,50322.0,Pune,F,0,Basic,Others,0
April,Footwear,Women,1,1200,1200,126.0,Mobile Payments,TeleShop,1.0,140267.0,Kolkata,M,0,Others,Others,1
April,Books,DIY,2,600,1200,126.0,Mobile Payments,e-Shop,5.0,122473.0,Gurgaon,F,1,Basic,Salaried,0
April,Footwear,Kids,1,232,232,24.36,Mobile Payments,TeleShop,5.0,86438.0,Gurgaon,M,1,Master,Salaried,0
April,Clothing,Mens,1,547,547,57.435,Mobile Payments,e-Shop,5.0,48182.0,Gurgaon,F,0,Basic,Others,0
April,Footwear,Women,1,1196,1196,125.58,Cash,Flagship store,5.0,58173.0,Chennai,M,1,Others,Self Employed,0
April,Clothing,Women,4,1237,4948,519.54,Credit Card,e-Shop,5.0,101493.0,Chennai,M,1,Basic,Salaried,0
April,Books,Academic,4,922,3688,387.24,Debit Card,e-Shop,5.0,59050.0,Chennai,M,1,Others,Self Employed,0
April,Home and kitchen,Bath,3,360,1080,113.4,Mobile Payments,e-Shop,1.0,102498.0,New Delhi,M,1,Basic,Salaried,0
April,Home and kitchen,Furnishing,1,1193,1193,125.265,Cash,MBR,5.0,24841.0,Hyderabad,M,0,Master,Salaried,0
April,Books,Academic,2,1202,2404,252.42,Debit Card,e-Shop,3.0,45236.0,Kolkata,F,1,Master,Salaried,0
April,Footwear,Women,2,1145,2290,240.45,Credit Card,Flagship store,1.0,125039.0,Chennai,F,0,Others,Salaried,0
April,Clothing,Mens,4,877,3508,276.255,Credit Card,e-Shop,2.0,74929.0,Kolkata,F,0,Others,Others,1
April,Clothing,Mens,3,474,1422,149.31,Mobile Payments,TeleShop,5.0,124544.0,Vishakhapatnam,F,1,Others,Salaried,0
April,Clothing,Mens,2,1485,2970,311.85,Credit Card,e-Shop,1.0,39822.0,Ahmedabad,M,0,Master,Salaried,0
April,Footwear,Mens,2,282,564,59.22,Mobile Payments,e-Shop,4.0,21514.0,Bangalore,M,1,Graduation,Self Employed,0
April,Books,Non-Fiction,1,1187,1187,124.635,Mobile Payments,e-Shop,4.0,17309.0,Gurgaon,F,1,PhD,Salaried,0
April,Home and kitchen,Bath,1,494,494,51.87,Mobile Payments,e-Shop,4.0,65283.0,Pune,F,0,PhD,Self Employed,0
April,Bags,Women,1,584,584,61.32,Mobile Payments,MBR,5.0,52528.0,Vishakhapatnam,M,1,Master,Salaried,0
April,Bags,Mens,1,887,887,93.135,Mobile Payments,MBR,5.0,14824.0,Mumbai,F,0,PhD,Others,0
April,Footwear,Women,2,215,430,45.15,Mobile Payments,e-Shop,4.0,20905.0,Vishakhapatnam,F,1,Others,Self Employed,0
April,Home and kitchen,Bath,1,1246,1246,130.83,Mobile Payments,Flagship store,4.0,138294.0,Ahmedabad,F,0,Master,Others,0
April,Clothing,Women,5,236,1180,123.9,Mobile Payments,Flagship store,4.0,140024.0,Hyderabad,M,1,PhD,Salaried,0
April,Clothing,Women,4,428,1712,179.76,Mobile Payments,e-Shop,4.0,87471.0,Mumbai,F,1,Others,Others,0
April,Footwear,Women,3,393,1179,123.795,Mobile Payments,e-Shop,5.0,62797.0,Mumbai,M,0,Others,Self Employed,0
April,Home and kitchen,Kitchen,4,625,2500,262.5,Debit Card,TeleShop,3.0,13820.0,Gurgaon,M,1,PhD,Others,0
April,Footwear,Women,4,400,1600,168.0,Mobile Payments,TeleShop,5.0,41580.0,Bangalore,M,0,Graduation,Self Employed,0
April,Bags,Women,5,1055,5275,553.875,Credit Card,e-Shop,5.0,13835.0,Gurgaon,M,0,Others,Salaried,0
April,Electronics,Cameras,4,1165,4660,489.3,Debit Card,e-Shop,4.0,70661.0,Pune,M,1,Others,Self Employed,0
April,Home and kitchen,Bath,3,263,789,82.845,Cash,MBR,1.0,96364.0,Ahmedabad,M,0,Graduation,Salaried,0
April,Clothing,Mens,3,1357,4071,427.455,Credit Card,TeleShop,5.0,123962.0,Kolkata,M,0,Graduation,Self Employed,0
April,Books,Academic,3,461,1383,145.215,Mobile Payments,e-Shop,4.0,89527.0,Hyderabad,M,1,Others,Salaried,0
April,Electronics,Personal Appliances,4,655,2620,275.1,Credit Card,MBR,2.0,61267.0,Pune,F,1,PhD,Self Employed,0
April,Electronics,Cameras,2,585,1170,122.85,Cash,Flagship store,5.0,90404.0,New Delhi,M,0,Graduation,Self Employed,0
April,Clothing,Mens,5,1078,5390,565.95,Credit Card,e-Shop,5.0,60395.0,Kolkata,M,1,PhD,Others,0
April,Clothing,Women,2,1213,2426,254.73,Credit Card,MBR,3.0,24233.0,Pune,M,0,Master,Self Employed,0
April,Footwear,Mens,1,1496,1496,157.08,Mobile Payments,Flagship store,5.0,14260.0,Vishakhapatnam,M,0,Graduation,Salaried,0
April,Clothing,Mens,2,963,1926,202.23,Cash,Flagship store,5.0,38723.0,Gurgaon,F,1,Others,Others,0
April,Home and kitchen,Kitchen,1,1167,1167,122.535,Cash,Flagship store,4.0,47798.0,Mumbai,F,1,Graduation,Salaried,0
April,Footwear,Kids,4,507,2028,212.94,Debit Card,Flagship store,2.0,52730.0,Kolkata,M,0,Graduation,Self Employed,0
April,Bags,Mens,2,456,912,95.76,Cash,Flagship store,5.0,20651.0,Vishakhapatnam,M,0,Master,Self Employed,0
April,Clothing,Mens,5,854,4270,448.35,Debit Card,e-Shop,4.0,73345.0,Ahmedabad,M,0,PhD,Salaried,0
April,Electronics,Personal Appliances,1,615,615,64.575,Mobile Payments,e-Shop,5.0,48017.0,New Delhi,M,1,PhD,Salaried,0
April,Clothing,Mens,3,409,1227,128.835,Mobile Payments,e-Shop,5.0,28795.0,Chennai,F,0,PhD,Self Employed,0
April,Home and kitchen,Kitchen,5,769,3845,403.725,Credit Card,e-Shop,5.0,111779.0,Gurgaon,M,0,PhD,Self Employed,0
April,Clothing,Women,1,1164,1164,122.22,Cash,Flagship store,1.0,17408.0,Pune,M,0,Graduation,Others,0
April,Home and kitchen,Furnishing,3,933,2799,293.895,Credit Card,e-Shop,4.0,11122.0,Hyderabad,M,0,PhD,Self Employed,0
April,Bags,Mens,1,100,100,10.5,Mobile Payments,e-Shop,5.0,96266.0,Hyderabad,M,0,PhD,Others,0
April,Home and kitchen,Furnishing,1,654,654,68.67,Mobile Payments,e-Shop,1.0,99870.0,Gurgaon,M,0,Master,Others,0
April,Footwear,Kids,2,973,1946,204.33,Mobile Payments,e-Shop,4.0,51545.0,Chennai,M,1,Master,Salaried,0
April,Clothing,Mens,1,553,553,58.065,Cash,Flagship store,1.0,68890.0,Vishakhapatnam,M,1,Master,Others,0
April,Home and kitchen,Tools,5,933,4665,489.825,Debit Card,e-Shop,4.0,78402.0,Kolkata,M,1,Master,Others,0
April,Clothing,Women,3,1413,4239,445.095,Debit Card,Flagship store,5.0,20860.0,Ahmedabad,M,1,Basic,Others,0
April,Clothing,Women,2,754,1508,158.34,Cash,Flagship store,5.0,61319.0,Vishakhapatnam,F,0,Master,Self Employed,0
April,Clothing,Mens,5,1073,5365,563.325,Debit Card,MBR,4.0,73977.0,Hyderabad,M,1,Master,Self Employed,0
April,Books,Non-Fiction,5,1401,7005,735.525,Credit Card,TeleShop,2.0,25636.0,Chennai,M,0,Master,Others,0
April,Clothing,Mens,2,734,1468,154.14,Mobile Payments,MBR,5.0,86458.0,Kolkata,M,0,Master,Self Employed,0
April,Home and kitchen,Bath,2,222,444,46.62,Mobile Payments,e-Shop,5.0,22130.0,Ahmedabad,M,1,Master,Self Employed,0
April,Clothing,Women,1,675,675,70.875,Mobile Payments,e-Shop,5.0,54078.0,New Delhi,F,1,Master,Self Employed,0
April,Books,Fiction,3,279,837,87.885,Cash,MBR,5.0,64689.0,Bangalore,M,1,Master,Self Employed,0
April,Books,Academic,3,385,1155,121.275,Mobile Payments,MBR,5.0,101407.0,Kolkata,M,0,Master,Salaried,0
April,Footwear,Mens,3,790,2370,248.85,Debit Card,Flagship store,2.0,91458.0,Ahmedabad,M,0,Others,Self Employed,0
April,Footwear,Women,4,1143,4572,480.06,Credit Card,e-Shop,5.0,16081.0,Ahmedabad,F,0,Others,Others,0
April,Books,Academic,3,383,1149,120.645,Mobile Payments,MBR,5.0,55452.0,Hyderabad,M,1,PhD,Others,0
April,Clothing,Mens,3,871,2613,274.365,Debit Card,e-Shop,5.0,61038.0,New Delhi,M,1,PhD,Salaried,0
April,Home and kitchen,Furnishing,2,574,1148,120.54,Mobile Payments,e-Shop,5.0,56072.0,Pune,M,0,PhD,Self Employed,0
April,Electronics,Audio and video,1,760,760,79.8,Mobile Payments,MBR,4.0,46368.0,New Delhi,M,1,Graduation,Others,0
April,Electronics,Personal Appliances,2,573,1146,120.33,Mobile Payments,Flagship store,5.0,125808.0,Ahmedabad,M,1,PhD,Salaried,0
April,Footwear,Kids,5,1007,5035,528.675,Credit Card,Flagship store,5.0,17654.0,Ahmedabad,M,1,Others,Self Employed,0
April,Home and kitchen,Kitchen,5,357,1785,187.425,Mobile Payments,e-Shop,5.0,80116.0,Bangalore,M,1,Graduation,Others,0
April,Bags,Women,5,922,4610,484.05,Debit Card,Flagship store,1.0,63918.0,New Delhi,F,1,Master,Others,0
April,Clothing,Mens,1,711,711,74.655,Mobile Payments,e-Shop,5.0,45216.0,Kolkata,M,1,PhD,Salaried,0
April,Books,DIY,2,572,1144,120.12,Cash,MBR,5.0,8758.0,Pune,M,1,Others,Others,0
April,Bags,Women,2,101,202,21.21,Mobile Payments,e-Shop,4.0,101976.0,New Delhi,M,1,Others,Self Employed,0
April,Books,Fiction,1,179,179,18.795,Mobile Payments,e-Shop,4.0,23490.0,New Delhi,M,1,Master,Others,0
April,Home and kitchen,Tools,2,141,282,29.61,Mobile Payments,e-Shop,5.0,17091.0,Vishakhapatnam,M,0,Graduation,Salaried,0
April,Footwear,Mens,5,332,1660,174.3,Mobile Payments,e-Shop,5.0,21657.0,Ahmedabad,M,0,Others,Salaried,0
April,Electronics,Personal Appliances,4,826,3304,346.92,Credit Card,MBR,3.0,60649.0,Ahmedabad,M,1,Master,Self Employed,0
April,Bags,Mens,4,1449,5796,608.58,Credit Card,e-Shop,5.0,56245.0,Mumbai,F,1,Others,Salaried,0
April,Clothing,Women,2,1486,2972,312.06,Debit Card,TeleShop,5.0,108788.0,Bangalore,M,1,PhD,Others,0
April,Bags,Women,3,377,1131,118.755,Mobile Payments,e-Shop,5.0,75492.0,Vishakhapatnam,M,0,Graduation,Salaried,0
April,Books,Fiction,2,1112,2224,233.52,Credit Card,MBR,5.0,10219.0,Kolkata,M,0,Graduation,Others,0
April,Electronics,Personal Appliances,1,1067,1067,112.035,Cash,MBR,5.0,18641.0,Mumbai,M,0,Graduation,Self Employed,0
April,Electronics,Audio and video,4,686,2744,288.12,Credit Card,MBR,4.0,73368.0,Chennai,M,0,Graduation,Others,0
April,Footwear,Women,2,1311,2622,275.31,Debit Card,e-Shop,5.0,84378.0,Mumbai,F,0,Graduation,Self Employed,0
April,Clothing,Women,4,83,332,34.86,Mobile Payments,e-Shop,4.0,58188.0,Gurgaon,M,1,PhD,Self Employed,0
April,Home and kitchen,Tools,1,1114,1114,116.97,Mobile Payments,e-Shop,4.0,138104.0,Kolkata,M,1,PhD,Others,0
April,Electronics,Mobiles,4,222,888,93.24,Mobile Payments,TeleShop,5.0,98028.0,Hyderabad,F,0,PhD,Others,0
April,Footwear,Women,3,371,1113,116.865,Cash,Flagship store,5.0,36355.0,Kolkata,F,1,PhD,Salaried,0
April,Footwear,Mens,1,1111,1111,116.655,Mobile Payments,e-Shop,5.0,91964.0,Ahmedabad,M,0,PhD,Self Employed,0
April,Electronics,Mobiles,2,78,156,16.38,Mobile Payments,e-Shop,4.0,29331.0,Ahmedabad,F,1,PhD,Others,0
April,Clothing,Mens,1,824,824,86.52,Mobile Payments,TeleShop,5.0,45852.0,Hyderabad,F,1,PhD,Self Employed,0
April,Books,DIY,1,1334,1334,140.07,Mobile Payments,TeleShop,5.0,13283.0,Pune,M,1,Master,Self Employed,0
April,Bags,Women,5,388,1940,203.7,Mobile Payments,e-Shop,5.0,38589.0,New Delhi,F,1,Master,Salaried,0
April,Footwear,Mens,1,1109,1109,116.445,Mobile Payments,TeleShop,4.0,49055.0,Pune,M,1,Graduation,Self Employed,0
April,Bags,Women,2,1079,2158,226.59,Debit Card,MBR,5.0,68020.0,Pune,F,0,PhD,Self Employed,0
April,Footwear,Kids,3,702,2106,221.13,Debit Card,TeleShop,4.0,39722.0,Gurgaon,M,0,Basic,Self Employed,0
April,Clothing,Women,4,1051,4204,441.42,Debit Card,e-Shop,5.0,52074.0,Pune,M,0,Master,Salaried,0
April,Clothing,Mens,1,1097,1097,115.185,Mobile Payments,TeleShop,4.0,129873.0,New Delhi,F,1,Basic,Salaried,0
April,Electronics,Cameras,5,1028,5140,539.7,Debit Card,MBR,4.0,33515.0,Vishakhapatnam,M,0,Master,Self Employed,0
April,Clothing,Mens,3,363,1089,114.345,Cash,Flagship store,4.0,16757.0,Pune,M,0,Master,Self Employed,0
April,Clothing,Women,3,363,1089,114.345,Mobile Payments,Flagship store,3.0,105468.0,New Delhi,M,0,Others,Salaried,0
April,Home and kitchen,Tools,3,540,1620,170.1,Mobile Payments,Flagship store,1.0,28660.0,Ahmedabad,F,0,Basic,Others,0
April,Home and kitchen,Kitchen,2,162,324,34.02,Cash,Flagship store,3.0,58716.0,Bangalore,F,1,Master,Self Employed,0
April,Clothing,Women,3,275,825,86.625,Mobile Payments,MBR,5.0,69454.0,Pune,M,1,Master,Self Employed,0
April,Clothing,Mens,1,169,169,17.745,Mobile Payments,e-Shop,4.0,79196.0,Pune,M,1,Basic,Self Employed,0
April,Books,Non-Fiction,1,1071,1071,112.455,Mobile Payments,e-Shop,5.0,65265.0,Kolkata,M,1,Others,Self Employed,0
April,Footwear,Mens,4,1229,4916,516.18,Credit Card,Flagship store,5.0,23507.0,Chennai,M,0,Others,Others,0
April,Electronics,Cameras,1,291,291,30.555,Mobile Payments,e-Shop,5.0,28232.0,Mumbai,M,1,Others,Salaried,0
April,Footwear,Kids,5,873,4365,458.325,Debit Card,TeleShop,4.0,16194.0,Chennai,F,0,Others,Self Employed,0
April,Footwear,Kids,1,730,730,76.65,Mobile Payments,e-Shop,5.0,20304.0,Gurgaon,F,1,Others,Salaried,0
April,Books,Non-Fiction,1,1018,1018,106.89,Mobile Payments,e-Shop,1.0,131184.0,Mumbai,F,0,Basic,Salaried,0
April,Clothing,Mens,3,156,468,49.14,Mobile Payments,MBR,4.0,90078.0,Mumbai,M,1,Others,Salaried,0
April,Clothing,Women,4,1397,5588,586.74,Debit Card,TeleShop,3.0,79593.0,New Delhi,M,0,PhD,Salaried,0
April,Electronics,Cameras,2,243,486,51.03,Mobile Payments,TeleShop,5.0,62734.0,Chennai,F,0,Master,Self Employed,0
April,Footwear,Kids,4,1297,5188,544.74,Credit Card,e-Shop,3.0,99475.0,Mumbai,M,1,Others,Self Employed,0
April,Books,DIY,3,1170,3510,368.55,Debit Card,e-Shop,1.0,85288.0,Pune,F,1,PhD,Others,0
April,Home and kitchen,Tools,4,1239,4956,520.38,Credit Card,TeleShop,5.0,95663.0,Ahmedabad,M,0,Graduation,Self Employed,0
April,Electronics,Computers,2,787,1574,165.27,Cash,Flagship store,4.0,24518.0,Mumbai,M,0,PhD,Self Employed,0
April,Footwear,Mens,4,1228,4912,515.76,Credit Card,e-Shop,5.0,102637.0,Bangalore,F,0,Master,Others,0
April,Footwear,Mens,5,765,3825,401.625,Credit Card,TeleShop,5.0,63211.0,Hyderabad,F,1,Graduation,Self Employed,0
April,Bags,Mens,5,543,2715,285.075,Credit Card,e-Shop,4.0,60914.0,Pune,F,0,Others,Salaried,0
April,Footwear,Kids,3,669,2007,210.735,Credit Card,e-Shop,2.0,138694.0,Kolkata,M,1,Graduation,Salaried,0
April,Home and kitchen,Kitchen,4,611,2444,256.62,Debit Card,e-Shop,4.0,33539.0,Chennai,M,1,Graduation,Others,0
April,Clothing,Women,1,1053,1053,110.565,Mobile Payments,e-Shop,5.0,23899.0,Vishakhapatnam,M,1,Graduation,Others,0
April,Clothing,Mens,2,990,1980,207.9,Debit Card,MBR,3.0,70055.0,New Delhi,F,0,Basic,Salaried,0
April,Clothing,Mens,1,1035,1035,108.675,Mobile Payments,Flagship store,5.0,59909.0,Ahmedabad,M,0,Others,Salaried,0
